timestamp,datetime,order_id,direction,price,amount,pnl,position_after
1742871676.1723044,2025-03-24 20:01:16,001F259800000001,sell,86947.0,0.01,0.0,0.0
1742871677.1483583,2025-03-24 20:01:17,001F25980000000A,buy,86951.0,0.009,0.0,0.0
1742871685.8223398,2025-03-24 20:01:25,001F259800000011,buy,86952.0,0.009,0.0,0.0
1742871685.8226802,2025-03-24 20:01:25,001F259800000012,buy,86952.0,0.009,0.0,0.0
1742871685.8228943,2025-03-24 20:01:25,001F259800000013,buy,86952.0,0.009,0.0,0.0
1742871685.8231132,2025-03-24 20:01:25,001F259800000014,buy,86952.0,0.002,0.0,0.0
1742871685.8233194,2025-03-24 20:01:25,001F259800000014,buy,86952.0,0.007,0.0,0.0
1742871724.0142114,2025-03-24 20:02:04,001F259800000015,buy,86898.0,0.009,0.0,0.0
1742871724.7021244,2025-03-24 20:02:04,001F25980000001C,buy,86898.0,0.009,0.0,0.0
1742871726.4064965,2025-03-24 20:02:06,001F259800000021,buy,86897.0,0.009,0.0,0.0
1742871726.4067082,2025-03-24 20:02:06,001F259800000023,buy,86897.0,0.009,0.0,0.0
1742871857.9471824,2025-03-24 20:04:17,001F25980000004D,buy,86867.0,0.009,0.0,0.0
1742871969.0227814,2025-03-24 20:06:09,001F25980000006E,buy,86837.0,0.009,0.0,0.0
1742871970.510762,2025-03-24 20:06:10,001F259800000072,buy,86838.0,0.009,0.0,0.0
1742871970.510917,2025-03-24 20:06:10,001F259800000071,buy,86836.0,0.009,0.0,0.0
1742871979.8341656,2025-03-24 20:06:19,001F259800000074,buy,86835.0,0.009,0.0,0.0
1742871979.8344326,2025-03-24 20:06:19,001F259800000076,buy,86835.0,0.009,0.0,0.0
1742871979.8345783,2025-03-24 20:06:19,001F259800000077,buy,86835.0,0.009,0.0,0.0
1742872024.542782,2025-03-24 20:07:04,001F259800000075,sell,86882.0,0.01,0.0,0.0
1742872024.542967,2025-03-24 20:07:04,001F259800000070,sell,86883.0,0.01,0.0,0.0
1742872026.5633602,2025-03-24 20:07:06,001F25980000007E,sell,86884.0,0.01,0.0,0.0
1742872026.9774308,2025-03-24 20:07:06,001F259800000080,sell,86885.0,0.01,0.0,0.0
1742872027.4196227,2025-03-24 20:07:07,001F259800000082,sell,86887.0,0.01,0.0,0.0
1742872027.751718,2025-03-24 20:07:07,001F259800000083,sell,86889.0,0.01,0.0,0.0
1742872028.6029797,2025-03-24 20:07:08,001F259800000087,sell,86890.0,0.01,0.0,0.0
1742872030.5641932,2025-03-24 20:07:10,001F25980000008A,sell,86895.0,0.01,0.0,0.0
1742872032.5575142,2025-03-24 20:07:12,001F25980000008B,sell,86897.0,0.009,0.0,0.0
1742872034.5560808,2025-03-24 20:07:14,001F25980000008C,sell,86898.0,0.009,0.0,0.0
1742872086.6213186,2025-03-24 20:08:06,001F259800000092,sell,86923.0,0.01,0.0,0.0
1742872088.628149,2025-03-24 20:08:08,001F259800000095,sell,86924.0,0.01,0.0,0.0
1742872089.650174,2025-03-24 20:08:09,001F259800000099,sell,86926.0,0.01,0.0,0.0
1742872090.6254923,2025-03-24 20:08:10,001F25980000009B,sell,86928.0,0.01,0.0,0.0
1742872090.8028452,2025-03-24 20:08:10,001F25980000009C,sell,86939.0,0.01,0.0,0.0
1742872091.6311603,2025-03-24 20:08:11,001F25980000009E,sell,86944.0,0.009,0.0,0.0
1742872091.6313646,2025-03-24 20:08:11,001F25980000009F,sell,86944.0,0.009,0.0,0.0
1742872092.6235833,2025-03-24 20:08:12,001F2598000000A0,sell,86949.0,0.009,0.0,0.0
1742872093.6289244,2025-03-24 20:08:13,001F2598000000A1,sell,86951.0,0.009,0.0,0.0
1742872313.4114542,2025-03-24 20:11:53,001F259900000015,buy,87002.0,0.01,0.0,0.0
1742872313.8081777,2025-03-24 20:11:53,001F259900000017,buy,87001.0,0.01,0.0,0.0
1742872328.9981205,2025-03-24 20:12:08,001F25990000001E,buy,87000.0,0.01,0.0,0.0
1742872328.9983487,2025-03-24 20:12:08,001F25990000001F,buy,87000.0,0.01,0.0,0.0
1742872328.9984486,2025-03-24 20:12:08,001F259900000020,buy,87000.0,0.009,0.0,0.0
1742872329.098398,2025-03-24 20:12:09,001F259900000020,buy,87000.0,0.001,0.0,0.0
1742872329.0986123,2025-03-24 20:12:09,001F259900000021,buy,87000.0,0.01,0.0,0.0
1742872329.0987568,2025-03-24 20:12:09,001F259900000022,buy,87000.0,0.01,0.0,0.0
1742872329.0988946,2025-03-24 20:12:09,001F259900000023,buy,87000.0,0.008,0.0,0.0
1742872329.195411,2025-03-24 20:12:09,001F259900000023,buy,87000.0,0.002,0.0,0.0
1742872329.1956623,2025-03-24 20:12:09,001F259900000024,buy,87000.0,0.01,0.0,0.0
1742872361.0104809,2025-03-24 20:12:41,001F259900000025,buy,86997.0,0.008,0.0,0.0
1742872374.694008,2025-03-24 20:12:54,001F25990000002E,buy,86996.0,0.008,0.0,0.0
1742872375.1937065,2025-03-24 20:12:55,001F259900000031,buy,86987.0,0.008,0.0,0.0
1742872375.5023522,2025-03-24 20:12:55,001F259900000032,buy,86982.0,0.008,0.0,0.0
1742872417.8219614,2025-03-24 20:13:37,001F259900000047,buy,86976.0,0.009,0.0,0.0
1742872417.8223467,2025-03-24 20:13:37,001F259900000048,buy,86976.0,0.009,0.0,0.0
1742872417.8225372,2025-03-24 20:13:37,001F259900000049,buy,86976.0,0.003,0.0,0.0
1742872417.8227232,2025-03-24 20:13:37,001F259900000049,buy,86976.0,0.006,0.0,0.0
1742872418.7130227,2025-03-24 20:13:38,001F25990000004A,buy,86975.0,0.008,0.0,0.0
1742872419.9865265,2025-03-24 20:13:39,001F25990000004B,buy,86972.0,0.009,0.0,0.0
1742872542.5083587,2025-03-24 20:15:42,001F259A00000010,buy,86870.0,0.008,0.0,0.0
1742872590.4413126,2025-03-24 20:16:30,001F259A00000016,buy,86832.0,0.009,0.0,0.0
1742872590.8030088,2025-03-24 20:16:30,001F259A0000001A,buy,86827.0,0.008,0.0,0.0
1742872591.3200295,2025-03-24 20:16:31,001F259A0000001C,buy,86826.0,0.008,0.0,0.0
1742872603.803306,2025-03-24 20:16:43,001F259A00000026,buy,86806.0,0.008,0.0,0.0
1742872657.4746602,2025-03-24 20:17:37,001F259A00000035,buy,86805.0,0.008,0.0,0.0
1742872657.4748642,2025-03-24 20:17:37,001F259A00000037,buy,86805.0,0.008,0.0,0.0
1742872657.4750102,2025-03-24 20:17:37,001F259A00000038,buy,86805.0,0.005,0.0,0.0
1742872657.4751651,2025-03-24 20:17:37,001F259A00000038,buy,86805.0,0.003,0.0,0.0
1742872657.4753008,2025-03-24 20:17:37,001F259A00000039,buy,86805.0,0.008,0.0,0.0
1742872734.8023782,2025-03-24 20:18:54,001F259A0000004E,buy,86741.0,0.008,0.0,0.0
1742872835.9302921,2025-03-24 20:20:35,001F259A0000006F,buy,86752.0,0.008,0.0,0.0
1742872840.8058937,2025-03-24 20:20:40,001F259A00000074,buy,86718.0,0.008,0.0,0.0
1742872850.9699752,2025-03-24 20:20:50,001F259A00000075,buy,86718.0,0.008,0.0,0.0
1742872894.3006055,2025-03-24 20:21:34,001F259A00000080,buy,86699.0,0.008,0.0,0.0
1742872894.48374,2025-03-24 20:21:34,001F259A00000081,buy,86698.0,0.007,0.0,0.0
1742872895.2091215,2025-03-24 20:21:35,001F259A00000086,buy,86694.0,0.008,0.0,0.0
1742872896.724429,2025-03-24 20:21:36,001F259A00000087,buy,86689.0,0.007,0.0,0.0
1742872958.5072837,2025-03-24 20:22:38,001F259A0000009D,buy,86759.0,0.007,0.0,0.0
1742872958.5074813,2025-03-24 20:22:38,001F259A0000009C,buy,86757.0,0.007,0.0,0.0
1742872958.5075822,2025-03-24 20:22:38,001F259A0000009A,buy,86756.0,0.007,0.0,0.0
1742872958.5076828,2025-03-24 20:22:38,001F259A0000009B,buy,86756.0,0.007,0.0,0.0
1742872962.6055274,2025-03-24 20:22:42,001F259A0000009F,buy,86745.0,0.007,0.0,0.0
1742873024.109281,2025-03-24 20:23:44,001F259A000000B1,buy,86693.0,0.007,0.0,0.0
1742873072.212145,2025-03-24 20:24:32,001F259A000000B7,buy,86770.0,0.007,0.0,0.0
1742873082.0115817,2025-03-24 20:24:42,001F259A000000C5,buy,86772.0,0.007,0.0,0.0
1742873098.4071763,2025-03-24 20:24:58,001F259A000000C6,buy,86767.0,0.007,0.0,0.0
1742873131.2277584,2025-03-24 20:25:31,001F259A000000C7,buy,86738.0,0.007,0.0,0.0
1742873232.0491116,2025-03-24 20:27:12,001F259A000000EB,buy,86759.0,0.007,0.0,0.0
1742873232.0494838,2025-03-24 20:27:12,001F259A000000EC,buy,86759.0,0.007,0.0,0.0
1742873232.0496986,2025-03-24 20:27:12,001F259A000000ED,buy,86759.0,0.007,0.0,0.0
1742873263.0043144,2025-03-24 20:27:43,001F259A000000FD,buy,86775.0,0.007,0.0,0.0
1742873357.931481,2025-03-24 20:29:17,001F259A00000103,sell,86785.0,0.011,0.0,0.0
1742873373.2002492,2025-03-24 20:29:33,001F259A0000011B,sell,86793.0,0.011,0.0,0.0
1742873374.72791,2025-03-24 20:29:34,001F259A00000120,sell,86793.0,0.011,0.0,0.0
1742873375.1237729,2025-03-24 20:29:35,001F259A00000122,sell,86793.0,0.011,0.0,0.0
1742873381.3229165,2025-03-24 20:29:41,001F259A00000127,sell,86793.0,0.011,0.0,0.0
1742873382.3039997,2025-03-24 20:29:42,001F259A00000125,sell,86794.0,0.011,0.0,0.0
1742873382.3042688,2025-03-24 20:29:42,001F259A00000126,sell,86794.0,0.011,0.0,0.0
1742873382.3044155,2025-03-24 20:29:42,001F259A00000128,sell,86794.0,0.011,0.0,0.0
1742873385.3461063,2025-03-24 20:29:45,001F259A00000129,sell,86795.0,0.011,0.0,0.0
1742873418.7083569,2025-03-24 20:30:18,001F259A00000114,buy,86784.0,0.007,0.0,0.0
1742873485.3072758,2025-03-24 20:31:25,001F259A0000012B,sell,86786.0,0.011,0.0,0.0
1742873489.446138,2025-03-24 20:31:29,001F259A0000013D,sell,86795.0,0.01,0.0,0.0
1742873491.7174625,2025-03-24 20:31:31,001F259A0000013E,sell,86799.0,0.01,0.0,0.0
1742873492.3106825,2025-03-24 20:31:32,001F259A00000140,sell,86800.0,0.01,0.0,0.0
1742873493.4203897,2025-03-24 20:31:33,001F259A00000142,sell,86803.0,0.01,0.0,0.0
1742873494.2021601,2025-03-24 20:31:34,001F259A00000148,sell,86815.0,0.01,0.0,0.0
1742873514.602477,2025-03-24 20:31:54,001F259A00000151,sell,86799.0,0.01,0.0,0.0
1742873554.5025883,2025-03-24 20:32:34,001F259A0000015A,sell,86798.0,0.011,0.0,0.0
1742873557.4906557,2025-03-24 20:32:37,001F259A00000160,sell,86799.0,0.011,0.0,0.0
1742873557.8066494,2025-03-24 20:32:37,001F259A00000161,sell,86801.0,0.011,0.0,0.0
1742873558.8162804,2025-03-24 20:32:38,001F259A00000162,sell,86809.0,0.01,0.0,0.0
1742873558.8165298,2025-03-24 20:32:38,001F259A00000163,sell,86809.0,0.01,0.0,0.0
1742873614.012893,2025-03-24 20:33:34,001F259A0000016C,sell,86801.0,0.01,0.0,0.0
1742873615.4072585,2025-03-24 20:33:35,001F259A0000016F,sell,86803.0,0.01,0.0,0.0
1742873616.5550022,2025-03-24 20:33:36,001F259A00000170,sell,86806.0,0.01,0.0,0.0
1742873616.5552523,2025-03-24 20:33:36,001F259A00000171,sell,86806.0,0.01,0.0,0.0
1742873617.5643203,2025-03-24 20:33:37,001F259A00000174,sell,86810.0,0.01,0.0,0.0
1742873617.5645607,2025-03-24 20:33:37,001F259A00000175,sell,86810.0,0.01,0.0,0.0
1742873620.3129923,2025-03-24 20:33:40,001F259A00000178,sell,86808.0,0.01,0.0,0.0
1742873620.3131506,2025-03-24 20:33:40,001F259A00000179,sell,86808.0,0.01,0.0,0.0
1742873620.3132186,2025-03-24 20:33:40,001F259A0000017A,sell,86808.0,0.009,0.0,0.0
1742873620.5211685,2025-03-24 20:33:40,001F259A0000017A,sell,86808.0,0.001,0.0,0.0
1742873621.2135463,2025-03-24 20:33:41,001F259A0000017B,sell,86814.0,0.01,0.0,0.0
1742873674.4067395,2025-03-24 20:34:34,001F259A0000017C,buy,86793.0,0.009,0.0,0.0
1742873674.8004649,2025-03-24 20:34:34,001F259A0000017F,buy,86772.0,0.009,0.0,0.0
1742873675.214932,2025-03-24 20:34:35,001F259A00000181,buy,86772.0,0.009,0.0,0.0
1742873675.8024225,2025-03-24 20:34:35,001F259A00000184,buy,86773.0,0.009,0.0,0.0
1742873676.903819,2025-03-24 20:34:36,001F259A00000189,buy,86772.0,0.009,0.0,0.0
1742873676.9040713,2025-03-24 20:34:36,001F259A0000018B,buy,86772.0,0.009,0.0,0.0
1742873676.9042194,2025-03-24 20:34:36,001F259A0000018C,buy,86772.0,0.009,0.0,0.0
1742873702.213313,2025-03-24 20:35:02,001F259A0000018D,buy,86769.0,0.008,0.0,0.0
1742873702.2135587,2025-03-24 20:35:02,001F259A0000018E,buy,86769.0,0.008,0.0,0.0
1742873702.213705,2025-03-24 20:35:02,001F259A0000018F,buy,86769.0,0.008,0.0,0.0
1742873702.2138422,2025-03-24 20:35:02,001F259A00000190,buy,86769.0,0.005,0.0,0.0
1742873702.3160796,2025-03-24 20:35:02,001F259A00000190,buy,86769.0,0.003,0.0,0.0
1742873702.316281,2025-03-24 20:35:02,001F259A00000191,buy,86769.0,0.008,0.0,0.0
1742873733.2142584,2025-03-24 20:35:33,001F259A00000197,buy,86729.0,0.008,0.0,0.0
1742873734.029036,2025-03-24 20:35:34,001F259A0000019A,buy,86723.0,0.008,0.0,0.0
1742873741.7011683,2025-03-24 20:35:41,001F259A000001A4,buy,86724.0,0.008,0.0,0.0
1742873747.0432305,2025-03-24 20:35:47,001F259A000001A6,buy,86724.0,0.008,0.0,0.0
1742873855.8106422,2025-03-24 20:37:35,001F259A000001C3,buy,86672.0,0.008,0.0,0.0
1742873856.3464594,2025-03-24 20:37:36,001F259A000001C4,buy,86671.0,0.008,0.0,0.0
1742873859.810205,2025-03-24 20:37:39,001F259A000001CB,buy,86672.0,0.008,0.0,0.0
1742873864.2112994,2025-03-24 20:37:44,001F259A000001CD,buy,86670.0,0.008,0.0,0.0
1742873914.5437372,2025-03-24 20:38:34,001F259A000001D5,buy,86608.0,0.008,0.0,0.0
1742873960.9617803,2025-03-24 20:39:20,001F259A000001DE,buy,86604.0,0.008,0.0,0.0
1742873960.9619696,2025-03-24 20:39:20,001F259A000001DF,buy,86604.0,0.008,0.0,0.0
1742873960.9620805,2025-03-24 20:39:20,001F259A000001E0,buy,86604.0,0.008,0.0,0.0
1742873960.962191,2025-03-24 20:39:20,001F259A000001E1,buy,86604.0,0.008,0.0,0.0
1742873960.962289,2025-03-24 20:39:20,001F259A000001E2,buy,86604.0,0.008,0.0,0.0
1742873972.9381163,2025-03-24 20:39:32,001F259A000001E6,buy,86603.0,0.007,0.0,0.0
1742873974.9564874,2025-03-24 20:39:34,001F259A000001ED,buy,86600.0,0.007,0.0,0.0
1742874127.1203115,2025-03-24 20:42:07,001F259A0000021A,buy,86583.0,0.008,0.0,0.0
1742874127.120575,2025-03-24 20:42:07,001F259A0000021C,buy,86583.0,0.008,0.0,0.0
1742874127.120783,2025-03-24 20:42:07,001F259A0000021D,buy,86583.0,0.008,0.0,0.0
1742874127.1209807,2025-03-24 20:42:07,001F259A0000021E,buy,86583.0,0.008,0.0,0.0
1742874158.2031715,2025-03-24 20:42:38,001F259A00000230,buy,86610.0,0.007,0.0,0.0
1742874158.804491,2025-03-24 20:42:38,001F259A00000231,buy,86602.0,0.007,0.0,0.0
1742874161.210971,2025-03-24 20:42:41,001F259A00000232,buy,86599.0,0.007,0.0,0.0
1742874212.7242606,2025-03-24 20:43:32,001F259A00000235,buy,86598.0,0.007,0.0,0.0
1742874213.7550867,2025-03-24 20:43:33,001F259A0000023B,buy,86597.0,0.007,0.0,0.0
1742874214.329771,2025-03-24 20:43:34,001F259A0000023D,buy,86596.0,0.007,0.0,0.0
