timestamp,datetime,order_id,direction,price,amount,pnl,position_after
1742874215.4710088,2025-03-24 20:43:35,001F259A00000240,buy,86597.0,0.007,0.0,0.0
1742874217.4113398,2025-03-24 20:43:37,001F259A00000246,buy,86598.0,0.007,0.0,0.0
1742874217.4115353,2025-03-24 20:43:37,001F259A00000245,buy,86597.0,0.007,0.0,0.0
1742874217.4116068,2025-03-24 20:43:37,001F259A00000243,buy,86596.0,0.007,0.0,0.0
1742874222.7154143,2025-03-24 20:43:42,001F259A00000247,buy,86590.0,0.007,0.0,0.0
1742874275.9164803,2025-03-24 20:44:35,001F259A0000024E,buy,86512.0,0.006,0.0,0.0
1742874281.1536906,2025-03-24 20:44:41,001F259A00000257,buy,86511.0,0.006,0.0,0.0
1742874281.1539147,2025-03-24 20:44:41,001F259A00000258,buy,86511.0,0.006,0.0,0.0
1742874302.0165899,2025-03-24 20:45:02,001F259A0000025B,buy,86511.0,0.007,0.0,0.0
1742874339.2036521,2025-03-24 20:45:39,001F259A0000026F,buy,86597.0,0.006,0.0,0.0
1742874399.6100142,2025-03-24 20:46:39,001F259A0000027F,buy,86543.0,0.006,0.0,0.0
1742874399.6103203,2025-03-24 20:46:39,001F259A00000280,buy,86543.0,0.006,0.0,0.0
1742874399.6105137,2025-03-24 20:46:39,001F259A00000281,buy,86543.0,0.006,0.0,0.0
1742874471.904476,2025-03-24 20:47:51,001F259A00000296,buy,86480.0,0.006,0.0,0.0
1742874516.173114,2025-03-24 20:48:36,001F259A0000029E,buy,86538.0,0.006,0.0,0.0
1742874516.5589828,2025-03-24 20:48:36,001F259A000002A0,buy,86537.0,0.006,0.0,0.0
1742874516.803542,2025-03-24 20:48:36,001F259A000002A1,buy,86521.0,0.006,0.0,0.0
1742874517.5307014,2025-03-24 20:48:37,001F259A000002A4,buy,86521.0,0.005,0.0,0.0
1742874535.5901694,2025-03-24 20:48:55,001F259A000002A8,buy,86475.0,0.005,0.0,0.0
1742874535.5903294,2025-03-24 20:48:55,001F259A000002A9,buy,86475.0,0.005,0.0,0.0
1742874535.590394,2025-03-24 20:48:55,001F259A000002AA,buy,86475.0,0.005,0.0,0.0
1742874535.5904548,2025-03-24 20:48:55,001F259A000002AB,buy,86475.0,0.005,0.0,0.0
1742874578.0087352,2025-03-24 20:49:38,001F259A000002BA,buy,86435.0,0.006,0.0,0.0
1742874588.2076747,2025-03-24 20:49:48,001F259A000002BD,buy,86422.0,0.006,0.0,0.0
1742874588.2079153,2025-03-24 20:49:48,001F259A000002BE,buy,86422.0,0.006,0.0,0.0
1742874588.6432772,2025-03-24 20:49:48,001F259A000002BF,buy,86412.0,0.006,0.0,0.0
1742874634.3125749,2025-03-24 20:50:34,001F259A000002C6,buy,86410.0,0.006,0.0,0.0
1742874634.6778321,2025-03-24 20:50:34,001F259A000002C8,buy,86403.0,0.006,0.0,0.0
1742874635.1095877,2025-03-24 20:50:35,001F259A000002CB,buy,86399.0,0.005,0.0,0.0
1742874704.5442097,2025-03-24 20:51:44,001F259A000002E5,buy,86476.0,0.005,0.0,0.0
1742874705.610556,2025-03-24 20:51:45,001F259A000002E6,buy,86475.0,0.005,0.0,0.0
1742874736.5996833,2025-03-24 20:52:16,001F259A000002E8,buy,86472.0,0.005,0.0,0.0
1742874757.1021743,2025-03-24 20:52:37,001F259A000002F7,buy,86496.0,0.005,0.0,0.0
1742874813.02514,2025-03-24 20:53:33,001F259A000002FC,buy,86552.0,0.005,0.0,0.0
1742874813.3022068,2025-03-24 20:53:33,001F259A000002FE,buy,86552.0,0.005,0.0,0.0
1742874813.9003754,2025-03-24 20:53:33,001F259A00000301,buy,86551.0,0.005,0.0,0.0
1742874814.6998546,2025-03-24 20:53:34,001F259A00000305,buy,86551.0,0.005,0.0,0.0
1742874815.0118961,2025-03-24 20:53:35,001F259A00000306,buy,86550.0,0.005,0.0,0.0
1742874816.5506673,2025-03-24 20:53:36,001F259A00000308,buy,86550.0,0.005,0.0,0.0
1742874817.5414126,2025-03-24 20:53:37,001F259A0000030C,buy,86551.0,0.005,0.0,0.0
1742874817.541654,2025-03-24 20:53:37,001F259A0000030A,buy,86550.0,0.005,0.0,0.0
1742874817.5417933,2025-03-24 20:53:37,001F259A0000030B,buy,86550.0,0.005,0.0,0.0
1742874827.7037625,2025-03-24 20:53:47,001F259A0000030F,buy,86548.0,0.005,0.0,0.0
1742874862.1207616,2025-03-24 20:54:22,001F259A00000310,buy,86520.0,0.005,0.0,0.0
1742874924.6337428,2025-03-24 20:55:24,001F259A00000323,buy,86535.0,0.005,0.0,0.0
1742874924.6339931,2025-03-24 20:55:24,001F259A00000324,buy,86535.0,0.005,0.0,0.0
1742874963.2246385,2025-03-24 20:56:03,001F259A00000334,buy,86523.0,0.005,0.0,0.0
1742874963.2248647,2025-03-24 20:56:03,001F259A00000335,buy,86523.0,0.005,0.0,0.0
1742874963.2250063,2025-03-24 20:56:03,001F259A00000336,buy,86523.0,0.005,0.0,0.0
1742874963.2251573,2025-03-24 20:56:03,001F259A00000337,buy,86523.0,0.005,0.0,0.0
1742874963.2252882,2025-03-24 20:56:03,001F259A00000338,buy,86523.0,0.005,0.0,0.0
1742874999.1204696,2025-03-24 20:56:39,001F259A00000343,buy,86500.0,0.005,0.0,0.0
1742875117.128602,2025-03-24 20:58:37,001F259A0000036C,buy,86539.0,0.005,0.0,0.0
1742875117.367606,2025-03-24 20:58:37,001F259A0000036D,buy,86537.0,0.005,0.0,0.0
1742875118.4005938,2025-03-24 20:58:38,001F259A00000370,buy,86533.0,0.005,0.0,0.0
1742875199.0267115,2025-03-24 20:59:59,001F259A00000386,buy,86537.0,0.005,0.0,0.0
1742875204.109594,2025-03-24 21:00:04,001F259A00000385,buy,86528.0,0.005,0.0,0.0
1742875204.1098487,2025-03-24 21:00:04,001F259A00000383,buy,86525.0,0.005,0.0,0.0
1742875204.1099935,2025-03-24 21:00:04,001F259A00000384,buy,86525.0,0.005,0.0,0.0
1742875252.7304325,2025-03-24 21:00:52,001F259A00000397,buy,86464.0,0.004,0.0,0.0
1742875255.3723483,2025-03-24 21:00:55,001F259A00000399,buy,86464.0,0.004,0.0,0.0
1742875298.7084277,2025-03-24 21:01:38,001F259A000003A1,buy,86436.0,0.004,0.0,0.0
1742875299.2022994,2025-03-24 21:01:39,001F259A000003A3,buy,86426.0,0.004,0.0,0.0
1742875299.9079397,2025-03-24 21:01:39,001F259A000003A5,buy,86416.0,0.004,0.0,0.0
1742875300.1616597,2025-03-24 21:01:40,001F259A000003A6,buy,86416.0,0.004,0.0,0.0
1742875332.3272836,2025-03-24 21:02:12,001F259A000003AD,buy,86417.0,0.004,0.0,0.0
1742875332.3274736,2025-03-24 21:02:12,001F259A000003AE,buy,86417.0,0.004,0.0,0.0
1742875332.3275418,2025-03-24 21:02:12,001F259A000003AB,buy,86413.0,0.004,0.0,0.0
1742875354.414709,2025-03-24 21:02:34,001F259A000003B2,buy,86410.0,0.004,0.0,0.0
1742875355.3496218,2025-03-24 21:02:35,001F259A000003B6,buy,86410.0,0.004,0.0,0.0
1742875355.5474796,2025-03-24 21:02:35,001F259A000003B7,buy,86409.0,0.004,0.0,0.0
1742875357.4227097,2025-03-24 21:02:37,001F259A000003BA,buy,86409.0,0.004,0.0,0.0
1742875357.8237493,2025-03-24 21:02:37,001F259A000003BB,buy,86408.0,0.004,0.0,0.0
1742875357.823898,2025-03-24 21:02:37,001F259A000003BC,buy,86408.0,0.004,0.0,0.0
1742875357.9317756,2025-03-24 21:02:37,001F259A000003BE,buy,86407.0,0.004,0.0,0.0
1742875364.6185718,2025-03-24 21:02:44,001F259A000003C1,buy,86406.0,0.004,0.0,0.0
1742875364.6187556,2025-03-24 21:02:44,001F259A000003C2,buy,86406.0,0.004,0.0,0.0
1742875364.8214514,2025-03-24 21:02:44,001F259A000003C3,buy,86406.0,0.004,0.0,0.0
1742875417.2109284,2025-03-24 21:03:37,001F259A000003CD,buy,86383.0,0.004,0.0,0.0
1742875418.5402133,2025-03-24 21:03:38,001F259A000003D1,buy,86375.0,0.004,0.0,0.0
1742875420.4034383,2025-03-24 21:03:40,001F259A000003D5,buy,86343.0,0.004,0.0,0.0
1742875424.6147375,2025-03-24 21:03:44,001F259A000003D9,buy,86363.0,0.004,0.0,0.0
1742875481.1083694,2025-03-24 21:04:41,001F259A000003EC,buy,86466.0,0.003,0.0,0.0
1742875481.5094543,2025-03-24 21:04:41,001F259A000003ED,buy,86466.0,0.003,0.0,0.0
1742875501.5423567,2025-03-24 21:05:01,001F259A000003EE,buy,86464.0,0.003,0.0,0.0
1742875595.113912,2025-03-24 21:06:35,001F259A00000407,buy,86541.0,0.003,0.0,0.0
1742875595.6077397,2025-03-24 21:06:35,001F259A00000409,buy,86533.0,0.003,0.0,0.0
1742875596.2102225,2025-03-24 21:06:36,001F259A0000040B,buy,86530.0,0.003,0.0,0.0
1742875597.2030766,2025-03-24 21:06:37,001F259A0000040E,buy,86529.0,0.003,0.0,0.0
1742875599.203293,2025-03-24 21:06:39,001F259A00000411,buy,86526.0,0.003,0.0,0.0
1742875599.7114322,2025-03-24 21:06:39,001F259A00000412,buy,86524.0,0.003,0.0,0.0
1742875602.7516916,2025-03-24 21:06:42,001F259A00000415,buy,86523.0,0.003,0.0,0.0
1742875656.2120273,2025-03-24 21:07:36,001F259A0000041C,buy,86527.0,0.004,0.0,0.0
1742875656.9393947,2025-03-24 21:07:36,001F259A00000420,buy,86527.0,0.004,0.0,0.0
1742875658.0031443,2025-03-24 21:07:38,001F259A00000425,buy,86532.0,0.003,0.0,0.0
1742875719.1030977,2025-03-24 21:08:39,001F259A00000439,buy,86584.0,0.003,0.0,0.0
1742875719.4027822,2025-03-24 21:08:39,001F259A0000043A,buy,86584.0,0.003,0.0,0.0
1742875720.16418,2025-03-24 21:08:40,001F259A0000043B,buy,86583.0,0.003,0.0,0.0
1742875723.2106051,2025-03-24 21:08:43,001F259A0000043E,buy,86584.0,0.003,0.0,0.0
1742875723.2107925,2025-03-24 21:08:43,001F259A0000043D,buy,86582.0,0.003,0.0,0.0
1742875775.1147835,2025-03-24 21:09:35,001F259A00000444,buy,86599.0,0.003,0.0,0.0
1742875776.5071368,2025-03-24 21:09:36,001F259A00000448,buy,86585.0,0.003,0.0,0.0
1742875805.8191922,2025-03-24 21:10:05,001F259A00000450,buy,86584.0,0.003,0.0,0.0
1742875805.819417,2025-03-24 21:10:05,001F259A00000451,buy,86584.0,0.003,0.0,0.0
1742875805.8195658,2025-03-24 21:10:05,001F259A00000452,buy,86584.0,0.003,0.0,0.0
1742875805.819751,2025-03-24 21:10:05,001F259A00000453,buy,86584.0,0.003,0.0,0.0
1742875844.9042432,2025-03-24 21:10:44,001F259A00000464,buy,86573.0,0.003,0.0,0.0
1742875845.6055655,2025-03-24 21:10:45,001F259A00000465,buy,86559.0,0.003,0.0,0.0
1742875845.605769,2025-03-24 21:10:45,001F259A00000466,buy,86559.0,0.003,0.0,0.0
1742875872.7269585,2025-03-24 21:11:12,001F259A00000468,buy,86552.0,0.003,0.0,0.0
1742875894.4011776,2025-03-24 21:11:34,001F259A0000046A,buy,86610.0,0.003,0.0,0.0
1742875897.8187976,2025-03-24 21:11:37,001F259A00000475,buy,86594.0,0.003,0.0,0.0
1742875956.1489818,2025-03-24 21:12:36,001F259B00000003,buy,86618.0,0.003,0.0,0.0
1742875957.387011,2025-03-24 21:12:37,001F259B00000007,buy,86618.0,0.003,0.0,0.0
1742875958.1988618,2025-03-24 21:12:38,001F259B0000000B,buy,86619.0,0.003,0.0,0.0
1742875963.1367245,2025-03-24 21:12:43,001F259B0000000F,buy,86618.0,0.003,0.0,0.0
