order_id,trade_id,instrument_name,direction,price,amount,label,time,position_after,trade_type,session_realised_after,fee,index,fee_rate,funding_mark,client_order_id,maker_taker,timestamp
001F2522000002E5,0000000000000002182FD519AE15DFE4,BTC-PERPETUAL,buy,88223.0,0.01,P,1742845887.087239,0.054,normal,-368.83038914,0.22,88241.2983333333,0.00025,0.0,1000,maker,2025-03-24T12:51:27.199703
001F2522000002E7,0000000000000001182FD51A6A68D2E8,BTC-PERPETUAL,buy,88221.0,0.01,P,1742845890.246792,0.064,normal,-369.05038914,0.22,88238.845,0.00025,0.0,1002,maker,2025-03-24T12:51:30.340456
001F2522000002E9,0000000000000001182FD51BE017A028,BTC-PERPETUAL,buy,88221.0,0.01,P,1742845896.516149,0.074,normal,-369.27038914,0.22,88238.845,0.00025,0.0,1004,maker,2025-03-24T12:51:36.610134
001F2522000002EB,0000000000000001182FD51C58465DCE,BTC-PERPETUAL,buy,88221.0,0.01,P,1742845898.532479,0.084,normal,-369.49038914,0.22,88238.9281666667,0.00025,0.0,1006,maker,2025-03-24T12:51:38.626446
001F2522000002EF,0000000000000001182FD51EC9A99E1B,BTC-PERPETUAL,buy,88228.0,0.029,P,1742845909.024743,0.113,normal,-369.71038914,0.64,88245.635,0.00025,0.0,1010,maker,2025-03-24T12:51:49.116176
001F2522000002EF,0000000000000001182FD51ECFAA951B,BTC-PERPETUAL,buy,88228.0,0.005,P,1742845909.1254702,0.118,normal,-370.35038914,0.11,88245.635,0.00025,0.0,1010,maker,2025-03-24T12:51:49.230331
001F252200000311,0000000000000001182FD534EA767F6E,BTC-PERPETUAL,buy,88212.0,0.016,P,1742846004.064321,0.134,normal,-370.46038914,0.35,88212.275,0.00025,0.0,1044,maker,2025-03-24T12:53:24.166602
001F25220000031E,0000000000000001182FD53CD4B8A7C9,BTC-PERPETUAL,sell,88217.0,0.014,P,1742846038.059297,0.12,normal,-0.10767576,-370.9180649,0.31,88237.9215,0.00025,0.0,1057,maker,2025-03-24T12:53:58.173618
001F25220000031F,0000000000000002182FD53D261B29C6,BTC-PERPETUAL,buy,88254.0,0.012,P,1742846039.4247072,0.132,normal,-371.2280649,0.26,88261.7315,0.00025,0.0,1058,maker,2025-03-24T12:53:59.520695
001F252200000321,0000000000000002182FD53D975A29F1,BTC-PERPETUAL,buy,88245.0,0.01,P,1742846041.324661,0.142,normal,-371.4880649,0.22,88264.2681666667,0.00025,0.0,1060,maker,2025-03-24T12:54:01.448234
001F252200000324,0000000000000001182FD53FC7AEE4CB,BTC-PERPETUAL,sell,88262.0,0.01,P,1742846050.7254553,0.132,normal,0.33401865,-371.37404625,0.22,88276.8978333333,0.00025,0.0,1063,maker,2025-03-24T12:54:10.818954
001F252200000327,0000000000000001182FD540A5945790,BTC-PERPETUAL,buy,88288.0,0.01,P,1742846054.4482572,0.142,normal,-371.59404625,0.22,88297.225,0.00025,0.0,1066,maker,2025-03-24T12:54:14.545287
001F25220000032D,0000000000000003182FD54456D66606,BTC-PERPETUAL,buy,88287.0,0.003,P,1742846070.3070552,0.145,normal,-371.81404625,0.07,88307.0413333333,0.00025,0.0,1072,maker,2025-03-24T12:54:30.399464
001F25220000032D,0000000000000001182FD5445930A7CE,BTC-PERPETUAL,buy,88287.0,0.007,P,1742846070.346525,0.152,normal,-371.88404625,0.15,88307.0413333333,0.00025,0.0,1072,maker,2025-03-24T12:54:30.439709
001F25220000032E,0000000000000001182FD544C1BB5D77,BTC-PERPETUAL,sell,88303.0,0.01,P,1742846072.100446,0.142,normal,0.6665162,-371.36753005,0.22,88326.2881666667,0.00025,0.0,1073,maker,2025-03-24T12:54:32.199533
001F252200000332,0000000000000001182FD546DAAB0B11,BTC-PERPETUAL,sell,88321.0,0.011,P,1742846081.1087413,0.131,normal,0.93116782,-370.65636223,0.24,88340.8265,0.00025,0.0,1077,maker,2025-03-24T12:54:41.204395
001F25220000033B,0000000000000001182FD54D252A1FC3,BTC-PERPETUAL,buy,88326.0,0.011,P,1742846108.1283872,0.142,normal,-370.89636223,0.24,88335.7518333333,0.00025,0.0,1086,maker,2025-03-24T12:55:08.219856
001F252200000344,0000000000000003182FD55165786EE4,BTC-PERPETUAL,sell,88293.0,0.003,P,1742846126.3871303,0.139,normal,0.14912033,-370.9872419,0.07,88273.2283333333,0.00025,0.0,1095,maker,2025-03-24T12:55:26.481273
001F252200000344,0000000000000001182FD55167644DE5,BTC-PERPETUAL,sell,88293.0,0.008,P,1742846126.4193652,0.131,normal,0.39765421,-370.65958769,0.18,88273.2283333333,0.00025,0.0,1095,maker,2025-03-24T12:55:26.521012
001F25220000035D,0000000000000001182FD561F202F06B,BTC-PERPETUAL,buy,88260.0,0.019,P,1742846197.4644942,0.15,normal,-370.83958769,0.42,88264.1681666667,0.00025,0.0,1120,maker,2025-03-24T12:56:37.559300
001F25220000035F,0000000000000001182FD5641412BE3B,BTC-PERPETUAL,buy,88254.0,0.021,P,1742846206.6258903,0.171,normal,-371.25958769,0.46,88254.9915,0.00025,0.0,1122,maker,2025-03-24T12:56:46.718398
001F252200000361,0000000000000001182FD565B0E81F4B,BTC-PERPETUAL,buy,88246.0,0.021,P,1742846213.552087,0.192,normal,-371.71958769,0.46,88254.3948333333,0.00025,0.0,1124,maker,2025-03-24T12:56:53.643690
001F252200000363,0000000000000001182FD565DF06F272,BTC-PERPETUAL,buy,88239.0,0.021,P,1742846214.325859,0.213,normal,-372.17958769,0.46,88244.1116666666,0.00025,0.0,1126,maker,2025-03-24T12:56:54.443009
001F252200000366,0000000000000001182FD5677B57B7EE,BTC-PERPETUAL,sell,88247.0,0.018,P,1742846221.243366,0.195,normal,0.02371164,-372.61587605,0.4,88274.2661666667,0.00025,0.0,1129,maker,2025-03-24T12:57:01.346132
001F252200000377,0000000000000001182FD57212A96739,BTC-PERPETUAL,buy,88253.0,0.013,P,1742846266.731751,0.208,normal,-373.01587605,0.29,88265.7283333333,0.00025,0.0,1146,maker,2025-03-24T12:57:46.825291
001F25220000037E,0000000000000001182FD5762BC13C25,BTC-PERPETUAL,sell,88247.0,0.013,P,1742846284.3326132,0.195,normal,0.01117975,-373.2946963,0.29,88274.05,0.00025,0.0,1153,maker,2025-03-24T12:58:04.439128
001F25220000037F,0000000000000003182FD576E9FE7DE2,BTC-PERPETUAL,buy,88257.0,0.009,P,1742846287.5242982,0.204,normal,-373.5846963,0.2,88276.7348333333,0.00025,0.0,1154,maker,2025-03-24T12:58:07.618796
001F25220000037F,0000000000000001182FD576F051982B,BTC-PERPETUAL,buy,88257.0,0.009,P,1742846287.630408,0.213,normal,-373.7846963,0.2,88276.7348333333,0.00025,0.0,1154,maker,2025-03-24T12:58:07.723648
001F252200000381,0000000000000001182FD57844316809,BTC-PERPETUAL,buy,88255.0,0.017,P,1742846293.332552,0.23,normal,-373.9846963,0.38,88265.725,0.00025,0.0,1156,maker,2025-03-24T12:58:13.426498
001F252200000383,0000000000000001182FD57A86149185,BTC-PERPETUAL,buy,88251.0,0.016,P,1742846303.027893,0.246,normal,-374.3646963,0.35,88264.3716666667,0.00025,0.0,1158,maker,2025-03-24T12:58:23.127011
001F25220000038E,0000000000000001182FD57E3C5EFF27,BTC-PERPETUAL,buy,88254.0,0.019,P,1742846318.971126,0.265,normal,-374.7146963,0.42,88267.7416666667,0.00025,0.0,1169,maker,2025-03-24T12:58:39.064720
001F252200000394,0000000000000001182FD580E8423B62,BTC-PERPETUAL,buy,88254.0,0.017,P,1742846330.4448562,0.282,normal,-375.1346963,0.38,88266.4218333333,0.00025,0.0,1175,maker,2025-03-24T12:58:50.538391
001F252200000397,0000000000000001182FD581B7E2B415,BTC-PERPETUAL,buy,88234.0,0.014,P,1742846333.928256,0.296,normal,-375.5146963,0.31,88249.5016666667,0.00025,0.0,1178,maker,2025-03-24T12:58:54.019921
001F25220000039A,0000000000000001182FD583656B4FF9,BTC-PERPETUAL,buy,88232.0,0.014,P,1742846341.1346352,0.31,normal,-375.8246963,0.31,88245.2718333333,0.00025,0.0,1181,maker,2025-03-24T12:59:01.227188
001F25220000039B,0000000000000004182FD58428991808,BTC-PERPETUAL,sell,88239.0,0.014,P,1742846344.409192,0.296,normal,-0.11526533,-376.24996163,0.31,88264.4783333333,0.00025,0.0,1182,maker,2025-03-24T12:59:04.518757
001F25220000039E,0000000000000001182FD58441A40EC1,BTC-PERPETUAL,sell,88256.0,0.013,P,1742846344.8293421,0.283,normal,0.11396791,-376.44599372,0.29,88264.4783333333,0.00025,0.0,1185,maker,2025-03-24T12:59:04.925123
001F2522000003A1,0000000000000001182FD584B89518CD,BTC-PERPETUAL,sell,88284.0,0.01,P,1742846346.82485,0.273,normal,0.36766762,-376.3683261,0.22,88295.375,0.00025,0.0,1188,maker,2025-03-24T12:59:06.921538
001F2522000003A2,0000000000000001182FD585000C053B,BTC-PERPETUAL,sell,88309.0,0.029,P,1742846348.0238261,0.244,normal,1.79123611,-374.79708999,0.64,88320.03,0.00025,0.0,1189,maker,2025-03-24T12:59:08.127574
001F2522000003A2,0000000000000001182FD585121D04FB,BTC-PERPETUAL,sell,88309.0,0.029,P,1742846348.32693,0.215,normal,1.79123611,-373.64585388,0.64,88320.03,0.00025,0.0,1189,maker,2025-03-24T12:59:08.425863
001F2522000003A2,0000000000000001182FD58517514C9A,BTC-PERPETUAL,sell,88309.0,0.1,P,1742846348.4142423,0.115,normal,6.17667622,-368.10917766,2.21,88352.453,0.00025,0.0,1189,maker,2025-03-24T12:59:08.580355
001F2522000003A2,0000000000000001182FD58517514C9B,BTC-PERPETUAL,sell,88309.0,0.1,P,1742846348.4142423,0.015,normal,6.17667623,-364.14250143,2.21,88352.453,0.00025,0.0,1189,maker,2025-03-24T12:59:08.583694
001F2522000003A2,0000000000000001182FD58517514C9C,BTC-PERPETUAL,sell,88309.0,0.1,P,1742846348.4142423,-0.085,normal,0.92650143,-365.426,2.21,88352.453,0.00025,0.0,1189,maker,2025-03-24T12:59:08.587874
001F2522000003A2,0000000000000001182FD58517514C9D,BTC-PERPETUAL,sell,88309.0,0.1,P,1742846348.4142423,-0.185,normal,-367.636,2.21,88352.453,0.00025,0.0,1189,maker,2025-03-24T12:59:08.591257
001F2522000003A2,0000000000000001182FD58517514C9E,BTC-PERPETUAL,sell,88309.0,0.1,P,1742846348.4142423,-0.285,normal,-369.846,2.21,88352.453,0.00025,0.0,1189,maker,2025-03-24T12:59:08.594463
001F2522000003A2,0000000000000001182FD58517514C9F,BTC-PERPETUAL,sell,88309.0,0.1,P,1742846348.4142423,-0.385,normal,-372.056,2.21,88352.453,0.00025,0.0,1189,maker,2025-03-24T12:59:08.597942
001F2522000003A2,0000000000000001182FD58517514CA0,BTC-PERPETUAL,sell,88309.0,0.1,P,1742846348.4142423,-0.485,normal,-374.266,2.21,88352.453,0.00025,0.0,1189,maker,2025-03-24T12:59:08.602012
001F2522000003A2,0000000000000001182FD58517514CA1,BTC-PERPETUAL,sell,88309.0,0.042,P,1742846348.4142423,-0.527,normal,-376.476,0.93,88352.453,0.00025,0.0,1189,maker,2025-03-24T12:59:08.606966
001F255400000002,0000000000000001182FE07F0CEBEA03,BTC-PERPETUAL,buy,87300.0,0.01,P,1742858417.097927,0.01,normal,-341.433,0.22,87297.5085,0.00025,0.0,102,maker,2025-03-24T16:20:17.200054
001F255400000044,0000000000000001182FE07F3CA87544,BTC-PERPETUAL,buy,87297.0,0.009,P,1742858417.898813,0.019,normal,-341.653,0.2,87290.6716666667,0.00025,0.0,168,maker,2025-03-24T16:20:18.041027
001F2554000004F2,0000000000000001182FE0D1515309C9,BTC-PERPETUAL,buy,87147.0,0.009,P,1742858770.4328551,0.028,normal,-341.853,0.2,87139.6116666667,0.00025,0.0,1674,maker,2025-03-24T16:26:10.646904
001F25540000050A,0000000000000001182FE0D16D96AED9,BTC-PERPETUAL,buy,87146.0,0.009,P,1742858770.9070501,0.037,normal,-342.053,0.2,87139.6116666667,0.00025,0.0,1698,maker,2025-03-24T16:26:11.032938
001F255400000557,0000000000000001182FE0D196B786C4,BTC-PERPETUAL,buy,87142.0,0.009,P,1742858771.597068,0.046,normal,-342.253,0.2,87137.9083333333,0.00025,0.0,1792,maker,2025-03-24T16:26:11.707159
001F255700000062,0000000000000001182FE172FE3A8893,BTC-PERPETUAL,sell,87267.0,0.01,P,1742859464.823442,0.036,normal,0.58565217,-341.86734783,0.22,87290.1416666667,0.00025,0.0,207,maker,2025-03-24T16:37:53.329232
001F255B00000006,0000000000000001182FE1ADC107C6B7,BTC-PERPETUAL,buy,87290.0,0.009,P,1742859717.1997762,0.045,normal,-342.08734783,0.2,87285.415,0.00025,0.0,106,maker,2025-03-24T16:41:57.343897
001F255F00000017,0000000000000001182FE25B89C414E5,BTC-PERPETUAL,sell,87351.0,0.006,P,1742860463.596902,0.039,normal,0.75751304,-341.52983479,0.13,87369.015,0.00025,0.0,483,maker,2025-03-24T16:54:23.704125
001F256000000009,0000000000000001182FE27390FF3F36,BTC-PERPETUAL,sell,87454.0,0.008,P,1742860566.797435,0.031,normal,1.83401739,-339.8258174,0.17,87471.7383333333,0.00025,0.0,601,maker,2025-03-24T16:56:06.921859
001F25600000005F,0000000000000001182FE273D3954A1A,BTC-PERPETUAL,sell,87456.0,0.008,P,1742860567.9145641,0.023,normal,1.85001739,-338.14580001,0.17,87470.025,0.00025,0.0,687,maker,2025-03-24T16:56:08.023431
001F256900000019,0000000000000001182FE32BDAEAAAA4,BTC-PERPETUAL,sell,87388.0,0.009,P,1742861358.311583,-0.009,normal,-332.945,0.2,87404.5743333333,0.00025,0.0,404,maker,2025-03-24T17:09:18.409556
001F256900000021,0000000000000001182FE32BFF6EDA4E,BTC-PERPETUAL,sell,87389.0,0.009,P,1742861358.924225,-0.018,normal,-333.145,0.2,87409.141,0.00025,0.0,412,maker,2025-03-24T17:09:19.080548
001F256A00000012,0000000000000001182FE421357D3EDF,BTC-PERPETUAL,buy,87618.0,0.01,P,1742862412.0981262,-0.008,normal,-2.295,-335.64,0.22,87622.06,0.00025,0.0,118,maker,2025-03-24T17:26:52.190065
001F256D00000022,0000000000000001182FE453D4839402,BTC-PERPETUAL,buy,87488.0,0.009,P,1742862629.514483,0.001,normal,-0.796,-336.656,0.2,87478.8866666667,0.00025,0.0,593,maker,2025-03-24T17:30:29.609347
001F257D00000017,0000000000000001182FE57475DBD799,BTC-PERPETUAL,sell,87630.0,0.009,P,1742863869.1719801,-0.008,normal,0.142,-336.714,0.2,87649.6183333333,0.00025,0.0,3261,maker,2025-03-24T17:51:09.313325
001F25810000002D,0000000000000001182FE5AB77841A8D,BTC-PERPETUAL,sell,87642.0,0.01,P,1742864105.422986,-0.018,normal,-336.914,0.22,87661.6283333333,0.00025,0.0,3809,maker,2025-03-24T17:55:05.526107
001F258300000023,0000000000000001182FE5CC561BF6E9,BTC-PERPETUAL,sell,87631.0,0.009,P,1742864246.596434,-0.027,normal,-337.134,0.2,87649.8716666667,0.00025,0.0,4091,maker,2025-03-24T17:57:26.708723
